# Output table from Spectronaut filtered for the comparison of Geriatric (26m) vs. Young (y) mouse crypts. Related to Figure 2 and S2.,,,,,,,,,,
,,,,,,,,,,
Comparison (group1/group2),Group,Genes,ProteinDescriptions,ProteinNames,# Unique Peptides,AVG Log Ratio,Absolute AVG Log Ratio,% Change,Ratio,Qvalue
26m / y,P24668,M6pr,Cation-dependent mannose-6-phosphate receptor,MPRD_MOUSE,9,0.141252831,0.141252831,-9.326858861,0.906731411,0.220485397
26m / y,Q3THJ3,Eif1ad,Probable RNA-binding protein EIF1AD,EIF1A_MOUSE,4,-0.586880445,0.586880445,50.19954531,1.501995453,0.220499815
26m / y,Q91ZT5,Fgd4,"FYVE, RhoGEF and PH domain-containing protein 4",FGD4_MOUSE,10,0.189582437,0.189582437,-12.31405238,0.876859476,0.220499815
26m / y,Q9WV27,Atp1a4,Sodium/potassium-transporting ATPase subunit alpha-4,AT1A4_MOUSE,1,0.517507315,0.517507315,-30.14222078,0.698577792,0.220713466
26m / y,P62264,Rps14,40S ribosomal protein S14,RS14_MOUSE,12,0.109003194,0.109003194,-7.277150616,0.927228494,0.220863777
26m / y,Q9CR70,Lage3,EKC/KEOPS complex subunit Lage3,LAGE3_MOUSE,4,-0.195775807,0.195775807,14.53398997,1.1453399,0.221166786
26m / y,Q99P30,Nudt7,Peroxisomal coenzyme A diphosphatase NUDT7,NUDT7_MOUSE,6,0.263632149,0.263632149,-16.70118649,0.832988135,0.221172874
26m / y,Q9D0M1,Prpsap1,Phosphoribosyl pyrophosphate synthase-associated protein 1,KPRA_MOUSE,12,0.144587904,0.144587904,-9.536225587,0.904637744,0.221186678
26m / y,Q9JIQ8,Tmprss2,Transmembrane protease serine 2,TMPS2_MOUSE,3,0.27236259,0.27236259,-17.20374551,0.827962545,0.22128547
26m / y,Q9CZW5,Tomm70a,Mitochondrial import receptor subunit TOM70,TOM70_MOUSE,38,-0.069612063,0.069612063,4.943445578,1.049434456,0.22149285
26m / y,Q8BZS9,Dhx32,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32,DHX32_MOUSE,6,0.386630952,0.386630952,-23.50862178,0.764913782,0.221501121
26m / y,Q922L6,Nelfcd,Negative elongation factor D,NELFD_MOUSE,4,-0.673312545,0.673312545,59.47303974,1.594730397,0.221501121
26m / y,Q9CY97,Ssu72,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,SSU72_MOUSE,8,-0.179537445,0.179537445,13.252072,1.13252072,0.221501121
26m / y,Q3UVL4,Vps51,Vacuolar protein sorting-associated protein 51 homolog,VPS51_MOUSE,3,0.283131123,0.283131123,-17.81945077,0.821805492,0.221779289
26m / y,P47753,Capza1,F-actin-capping protein subunit alpha-1,CAZA1_MOUSE,16,-0.135500506,0.135500506,9.847383465,1.098473835,0.221779567
26m / y,Q8C0D4,Arhgap12,Rho GTPase-activating protein 12,RHG12_MOUSE,6,0.93969363,0.93969363,-47.8656419,0.521343581,0.222165332
26m / y,Q9JLB4,Cubn,Cubilin,CUBN_MOUSE,38,-0.884673715,0.884673715,84.63469974,1.846346997,0.222167996
26m / y,Q99MR3,Slc12a9,Solute carrier family 12 member 9,S12A9_MOUSE,4,0.264785439,0.264785439,-16.76774894,0.832322511,0.222545013
26m / y,Q9QZH3,Ppie,Peptidyl-prolyl cis-trans isomerase E,PPIE_MOUSE,10,-0.093261264,0.093261264,6.677895124,1.066778951,0.222545013
26m / y,Q3UMF0,Cobll1,Cordon-bleu protein-like 1,COBL1_MOUSE,12,-0.131739542,0.131739542,9.561395104,1.095613951,0.222681884
26m / y,Q9Z0G0,Gipc1,PDZ domain-containing protein GIPC1,GIPC1_MOUSE,6,0.197120592,0.197120592,-12.77102102,0.87228979,0.222843349
26m / y,Q68FL6,Mars,"Methionine--tRNA ligase, cytoplasmic",SYMC_MOUSE,30,-0.08089108,0.08089108,5.767110913,1.057671109,0.223170866
26m / y,Q9JLM8,Dclk1,Serine/threonine-protein kinase DCLK1,DCLK1_MOUSE,5,-0.528460324,0.528460324,44.23890242,1.442389024,0.223170866
26m / y,Q8BMG8,Slc25a32,Mitochondrial folate transporter/carrier,MFTC_MOUSE,3,-0.495508701,0.495508701,40.98177755,1.409817775,0.223480011
26m / y,P26339,Chga,Chromogranin-A,CMGA_MOUSE,26,-0.090463296,0.090463296,6.471204069,1.064712041,0.223559872
26m / y,Q9CQQ7,Atp5f1,"ATP synthase F(0) complex subunit B1, mitochondrial",AT5F1_MOUSE,18,-0.131393433,0.131393433,9.535113967,1.09535114,0.223559872
26m / y,P61759,Vbp1,Prefoldin subunit 3,PFD3_MOUSE,8,-0.107996516,0.107996516,7.773054235,1.077730542,0.223665943
26m / y,P97807,Fh,"Fumarate hydratase, mitochondrial",FUMH_MOUSE,30,0.088645414,0.088645414,-5.959469249,0.940405308,0.223665943
26m / y,Q3V4B5,Commd6,COMM domain-containing protein 6,COMD6_MOUSE,3,-0.113004498,0.113004498,8.147813542,1.081478135,0.223665943
26m / y,Q8VHG0,Fmo4,Dimethylaniline monooxygenase [N-oxide-forming] 4,FMO4_MOUSE,18,0.17739743,0.17739743,-11.5703202,0.884296798,0.223767509
26m / y,Q9DBD5,Pelp1,"Proline-, glutamic acid- and leucine-rich protein 1",PELP1_MOUSE,7,0.173410773,0.173410773,-11.32562101,0.88674379,0.224219743
26m / y,P58064,Mrps6,"28S ribosomal protein S6, mitochondrial",RT06_MOUSE,6,0.072395012,0.072395012,-4.89421602,0.95105784,0.224407282
26m / y,Q9QUI0,Rhoa,Transforming protein RhoA,RHOA_MOUSE,16,0.083128206,0.083128206,-5.599147477,0.944008525,0.224407282
26m / y,Q9R1P0,Psma4,Proteasome subunit alpha type-4,PSA4_MOUSE,14,0.122542076,0.122542076,-8.143232245,0.918567678,0.224407282
26m / y,P58059,Mrps21,"28S ribosomal protein S21, mitochondrial",RT21_MOUSE,6,0.257382452,0.257382452,-16.33955671,0.836604433,0.224671809
26m / y,Q6P5D8,Smchd1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,SMHD1_MOUSE,39,-0.101450771,0.101450771,7.285177776,1.072851778,0.224690609
26m / y,P57746,Atp6v1d,V-type proton ATPase subunit D,VATD_MOUSE,7,-0.298036784,0.298036784,22.94702143,1.229470214,0.224841843
26m / y,Q9EPQ8,Tcf20,Transcription factor 20,TCF20_MOUSE,4,0.376854897,0.376854897,-22.9885373,0.770114627,0.224841843
26m / y,P52795,Efnb1,Ephrin-B1,EFNB1_MOUSE,12,0.118774988,0.118774988,-7.903067354,0.920969326,0.225261736
26m / y,Q62234,Myom1,Myomesin-1,MYOM1_MOUSE,2,-0.761279702,0.761279702,69.49934545,1.694993455,0.22532975
26m / y,Q02819,Nucb1,Nucleobindin-1,NUCB1_MOUSE,36,0.065549858,0.065549858,-4.441895478,0.955581045,0.225374658
26m / y,Q3TWL2,Tmem55b,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",TM55B_MOUSE,4,-0.22002618,0.22002618,16.47547227,1.164754723,0.225374658
26m / y,Q8R3N6,Thoc1,THO complex subunit 1,THOC1_MOUSE,22,-0.108172663,0.108172663,7.786213647,1.077862136,0.225374658
26m / y,Q91YD3,Dcp1a,mRNA-decapping enzyme 1A,DCP1A_MOUSE,12,-0.196706936,0.196706936,14.60793514,1.146079351,0.225438381
26m / y,Q99M31,Hspa14,Heat shock 70 kDa protein 14,HSP7E_MOUSE,18,-0.111771144,0.111771144,8.055397918,1.080553979,0.225438381
26m / y,Q91VV4,Dennd2d,DENN domain-containing protein 2D,DEN2D_MOUSE,10,-0.24643749,0.24643749,18.62741765,1.186274177,0.225517977
26m / y,Q9JME7,Trappc2l,Trafficking protein particle complex subunit 2-like protein,TPC2L_MOUSE,5,-0.149142191,0.149142191,10.89099315,1.108909931,0.225553194
26m / y,P13439,Umps,Uridine 5'-monophosphate synthase,UMPS_MOUSE,16,-0.11686217,0.11686217,8.437380694,1.084373807,0.225561169
26m / y,Q9CQU3,Rer1,Protein RER1,RER1_MOUSE,3,-0.140800625,0.140800625,10.2516789,1.102516789,0.225612015
26m / y,Q9Z2A7,Dgat1,Diacylglycerol O-acyltransferase 1,DGAT1_MOUSE,11,0.197719425,0.197719425,-12.80722046,0.871927795,0.225696735
26m / y,Q8K4X7,Agpat4,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,PLCD_MOUSE,6,0.152055398,0.152055398,-10.00326285,0.899967372,0.225820176
26m / y,Q9WUU9,Mcm3ap,Germinal-center associated nuclear protein,GANP_MOUSE,9,-0.180966586,0.180966586,13.36431563,1.133643156,0.225820176
26m / y,Q8BY71,Hat1,Histone acetyltransferase type B catalytic subunit,HAT1_MOUSE,9,-0.269909412,0.269909412,20.57321161,1.205732116,0.225836026
26m / y,E9Q5K9,Ythdc1,YTH domain-containing protein 1,YTDC1_MOUSE,9,0.290441185,0.290441185,-18.23480228,0.817651977,0.225941494
26m / y,Q8CI04,Cog3,Conserved oligomeric Golgi complex subunit 3,COG3_MOUSE,6,0.230915979,0.230915979,-14.79062811,0.852093719,0.226019759
26m / y,Q3UMC0,Spata5,Spermatogenesis-associated protein 5,SPAT5_MOUSE,5,0.284297407,0.284297407,-17.88585922,0.821141408,0.226082467
26m / y,Q6PHQ8,Naa35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",NAA35_MOUSE,7,-0.518965125,0.518965125,43.29270112,1.432927011,0.226112451
26m / y,Q8BR90,NaN,UPF0600 protein C5orf51 homolog,CE051_MOUSE,3,0.13751927,0.13751927,-9.091901321,0.909080987,0.226112451
26m / y,Q9QXG2,Chm,Rab proteins geranylgeranyltransferase component A 1,RAE1_MOUSE,4,-0.317529559,0.317529559,24.61947629,1.246194763,0.226112451
26m / y,Q3U7R1,Esyt1,Extended synaptotagmin-1,ESYT1_MOUSE,7,-0.340246886,0.340246886,26.59732193,1.265973219,0.226180045
26m / y,Q8CGA3,Slc43a2,Large neutral amino acids transporter small subunit 4,LAT4_MOUSE,8,-0.384579957,0.384579957,30.54796388,1.305479639,0.226180045
26m / y,Q3TWW8,Srsf6,Serine/arginine-rich splicing factor 6,SRSF6_MOUSE,12,-0.116360031,0.116360031,8.399644931,1.083996449,0.226359745
26m / y,Q64339,Isg15,Ubiquitin-like protein ISG15,ISG15_MOUSE,2,-0.246528462,0.246528462,18.63489814,1.186348981,0.226384882
26m / y,P56212,Arpp19,cAMP-regulated phosphoprotein 19,ARP19_MOUSE,3,-1.108918428,1.108918428,115.683891,2.15683891,0.226448317
26m / y,P61375;P63006,Lhx5;Lhx1,LIM/homeobox protein Lhx5;LIM/homeobox protein Lhx1,LHX5_MOUSE;LHX1_MOUSE,1,0.089405261,0.089405261,-6.008986051,0.939910139,0.226691173
26m / y,Q6ZQ88,Kdm1a,Lysine-specific histone demethylase 1A,KDM1A_MOUSE,14,-0.109163359,0.109163359,7.860255678,1.078602557,0.226694853
26m / y,Q9DBU6,Rsrc1,Serine/Arginine-related protein 53,RSRC1_MOUSE,3,-0.4267703,0.4267703,34.42209555,1.344220955,0.226694853
26m / y,Q9CQE6,Asf1a,Histone chaperone ASF1A,ASF1A_MOUSE,4,-0.288610965,0.288610965,22.14636792,1.221463679,0.226755881
26m / y,Q9D0F6,Rfc5,Replication factor C subunit 5,RFC5_MOUSE,7,-0.18423523,0.18423523,13.62145084,1.136214508,0.226755881
26m / y,Q8R4X3,Rbm12,RNA-binding protein 12,RBM12_MOUSE,7,-0.127967954,0.127967954,9.27534657,1.092753466,0.226826294
26m / y,Q9Z2H5,Epb41l1,Band 4.1-like protein 1,E41L1_MOUSE,15,0.174249798,0.174249798,-11.37717617,0.886228238,0.226847442
26m / y,Q9DAT2,Mrgbp,MRG/MORF4L-binding protein,MRGBP_MOUSE,2,-0.208229497,0.208229497,15.52695447,1.155269545,0.226941447
26m / y,P47757,Capzb,F-actin-capping protein subunit beta,CAPZB_MOUSE,20,0.10000509,0.10000509,-6.697030046,0.9330297,0.226949133
26m / y,Q9D620,Rab11fip1,Rab11 family-interacting protein 1,RFIP1_MOUSE,17,0.092635967,0.092635967,-6.219229773,0.937807702,0.226949133
26m / y,Q8BWF0,Aldh5a1,"Succinate-semialdehyde dehydrogenase, mitochondrial",SSDH_MOUSE,28,0.096088991,0.096088991,-6.443421298,0.935565787,0.227387545
26m / y,Q91YP0,L2hgdh,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HDH_MOUSE,14,0.121666677,0.121666677,-8.087478481,0.919125215,0.227387545
26m / y,Q9Z0H1,Wdr46,WD repeat-containing protein 46,WDR46_MOUSE,14,-0.17136246,0.17136246,12.6121475,1.126121475,0.227460929
26m / y,Q9R1K9,Cetn2,Centrin-2,CETN2_MOUSE,3,-0.142835915,0.142835915,10.40732683,1.104073268,0.227473216
26m / y,Q91WV7,Slc3a1,Neutral and basic amino acid transport protein rBAT,SLC31_MOUSE,30,0.154241741,0.154241741,-10.13954579,0.898604542,0.227562076
26m / y,Q8R5A6,Tbc1d22a,TBC1 domain family member 22A,TB22A_MOUSE,2,0.869340539,0.869340539,-45.26029894,0.547397011,0.227720578
26m / y,O89032,Sh3pxd2a,SH3 and PX domain-containing protein 2A,SPD2A_MOUSE,2,-0.104110181,0.104110181,7.48312566,1.074831257,0.227755309
26m / y,P51175,Ppox,Protoporphyrinogen oxidase,PPOX_MOUSE,9,0.560538232,0.560538232,-32.19508461,0.678049154,0.227976398
26m / y,Q3TN34,Micall2,MICAL-like protein 2,MILK2_MOUSE,6,-0.896726549,0.896726549,86.18367099,1.86183671,0.227976398
26m / y,Q60770,Stxbp3,Syntaxin-binding protein 3,STXB3_MOUSE,23,0.060271788,0.060271788,-4.09165788,0.959083421,0.22806746
26m / y,Q9D0R2,Tars,"Threonine--tRNA ligase, cytoplasmic",SYTC_MOUSE,40,-0.085248716,0.085248716,6.087061643,1.060870616,0.228088383
26m / y,Q8C0C7,Farsa,Phenylalanine--tRNA ligase alpha subunit,SYFA_MOUSE,20,0.076123625,0.076123625,-5.139697447,0.948603026,0.228106737
26m / y,Q9DBM0,Abcg8,ATP-binding cassette sub-family G member 8,ABCG8_MOUSE,16,0.261364281,0.261364281,-16.57014062,0.834298594,0.228106737
26m / y,Q8CJ53,Trip10,Cdc42-interacting protein 4,CIP4_MOUSE,11,-0.169227749,0.169227749,12.44564206,1.124456421,0.22819105
26m / y,Q99LT0,Dpy30,Protein dpy-30 homolog,DPY30_MOUSE,6,0.560892403,0.560892403,-32.21172817,0.677882718,0.22819105
26m / y,Q9ERH4,Nusap1,Nucleolar and spindle-associated protein 1,NUSAP_MOUSE,4,-0.302705228,0.302705228,23.34551243,1.233455124,0.22819105
26m / y,Q9DC51,Gnai3,Guanine nucleotide-binding protein G(k) subunit alpha,GNAI3_MOUSE,14,0.125093818,0.125093818,-8.305558715,0.916944413,0.228335712
26m / y,Q03160,Grb7,Growth factor receptor-bound protein 7,GRB7_MOUSE,11,-0.144777328,0.144777328,10.55600029,1.105560003,0.228552312
26m / y,Q8K2C6,Sirt5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",SIR5_MOUSE,6,0.326819539,0.326819539,-20.27077996,0.7972922,0.228671704
26m / y,Q99KR8,Fuca2,Plasma alpha-L-fucosidase,FUCO2_MOUSE,8,0.252612531,0.252612531,-16.06249598,0.83937504,0.228671704
26m / y,Q9CSV6,Sft2d3,Vesicle transport protein SFT2C,SFT2C_MOUSE,1,0.464287102,0.464287102,-27.51708419,0.724829158,0.228690462
26m / y,Q9R190,Mta2,Metastasis-associated protein MTA2,MTA2_MOUSE,30,0.076739594,0.076739594,-5.180190108,0.948198099,0.228732819
26m / y,P34884,Mif,Macrophage migration inhibitory factor,MIF_MOUSE,9,0.139866382,0.139866382,-9.239678907,0.907603211,0.228744044
26m / y,Q9JJ04,B4galt4,"Beta-1,4-galactosyltransferase 4",B4GT4_MOUSE,2,0.278396726,0.278396726,-17.54932131,0.824506787,0.228744044
26m / y,Q5HZI9,Slc25a51,Solute carrier family 25 member 51,S2551_MOUSE,4,-0.270341307,0.270341307,20.60931265,1.206093127,0.22886485
26m / y,Q8C5P5,Nt5dc1,5'-nucleotidase domain-containing protein 1,NT5D1_MOUSE,4,0.287626922,0.287626922,-18.07514736,0.819248526,0.228926058
26m / y,O88587,Comt,Catechol O-methyltransferase,COMT_MOUSE,19,0.102851711,0.102851711,-6.880947178,0.931190528,0.229000703
26m / y,Q8CG76,Akr7a2,Aflatoxin B1 aldehyde reductase member 2,ARK72_MOUSE,17,0.088675536,0.088675536,-5.961432745,0.940385673,0.229000703
26m / y,Q3UMQ8,Naf1,H/ACA ribonucleoprotein complex non-core subunit NAF1,NAF1_MOUSE,1,-0.492688358,0.492688358,40.7064397,1.407064397,0.229074262
26m / y,Q8BN78,Zbtb33,Transcriptional regulator Kaiso,KAISO_MOUSE,3,-1.367379665,1.367379665,158.0015379,2.580015379,0.229175462
26m / y,Q8BRV5,Kiaa1671,Uncharacterized protein KIAA1671,K1671_MOUSE,5,-0.185510248,0.185510248,13.72191103,1.13721911,0.229175462
26m / y,Q9D967,Mdp1,Magnesium-dependent phosphatase 1,MGDP1_MOUSE,6,0.091751702,0.091751702,-6.16173152,0.938382685,0.229194582
26m / y,Q9JL62,Gltp,Glycolipid transfer protein,GLTP_MOUSE,6,-0.129815266,0.129815266,9.415358792,1.094153588,0.229194582
26m / y,P59110,Senp1,Sentrin-specific protease 1,SENP1_MOUSE,4,0.146083057,0.146083057,-9.629930141,0.903700699,0.229408736
26m / y,Q6IRU5,Cltb,Clathrin light chain B,CLCB_MOUSE,10,0.349016786,0.349016786,-21.48810162,0.785118984,0.229408736
26m / y,Q8BFZ3,Actbl2,Beta-actin-like protein 2,ACTBL_MOUSE,2,0.308554411,0.308554411,-19.25495758,0.807450424,0.229491955
26m / y,Q8VCW8,Acsf2,"Acyl-CoA synthetase family member 2, mitochondrial",ACSF2_MOUSE,24,-0.067104734,0.067104734,4.761217722,1.047612177,0.229512555
26m / y,Q3U9N9,Slc16a10,Monocarboxylate transporter 10,MOT10_MOUSE,4,-0.422897488,0.422897488,34.06173293,1.340617329,0.229567865
26m / y,Q8BGT7,Smndc1,Survival of motor neuron-related-splicing factor 30,SPF30_MOUSE,7,-0.215298831,0.215298831,16.09443607,1.160944361,0.229954434
26m / y,Q3TC93,Hs1bp3,HCLS1-binding protein 3,H1BP3_MOUSE,2,-0.435764611,0.435764611,35.26275192,1.352627519,0.230034133
26m / y,Q5FWK3,Arhgap1,Rho GTPase-activating protein 1,RHG01_MOUSE,18,-0.097480372,0.097480372,6.990327237,1.069903272,0.230107244
26m / y,Q8BL97,Srsf7,Serine/arginine-rich splicing factor 7,SRSF7_MOUSE,12,0.112981483,0.112981483,-7.532485397,0.924675146,0.230107244
26m / y,Q9D8Z2,Triap1,TP53-regulated inhibitor of apoptosis 1,TRIA1_MOUSE,4,-0.065079108,0.065079108,4.614230176,1.046142302,0.230190979
26m / y,Q02013,Aqp1,Aquaporin-1,AQP1_MOUSE,6,-0.201044858,0.201044858,14.95305897,1.14953059,0.230340193
26m / y,Q64253,Ly6e,Lymphocyte antigen 6E,LY6E_MOUSE,1,0.496519208,0.496519208,-29.11851217,0.708814878,0.230530416
26m / y,Q6DID3,Scaf8,Protein SCAF8,SCAF8_MOUSE,9,-0.265160769,0.265160769,20.17699634,1.201769963,0.230556377
26m / y,Q6P8X1,Snx6,Sorting nexin-6,SNX6_MOUSE,17,0.08585155,0.08585155,-5.777177803,0.942228222,0.231041891
26m / y,Q3TC72,Fahd2,Fumarylacetoacetate hydrolase domain-containing protein 2A,FAHD2_MOUSE,9,0.161192611,0.161192611,-10.57145002,0.8942855,0.231217866
26m / y,Q8K3J1,Ndufs8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUS8_MOUSE,16,0.186238006,0.186238006,-12.11054449,0.878894555,0.231282215
26m / y,Q9CR29,Ccdc43,Coiled-coil domain-containing protein 43,CCD43_MOUSE,2,-0.75923723,0.75923723,69.25954926,1.692595493,0.231378382
26m / y,Q9Z0V8,Timm17a,Mitochondrial import inner membrane translocase subunit Tim17-A,TI17A_MOUSE,3,-0.198563829,0.198563829,14.75554202,1.14755542,0.231508231
26m / y,P53996,Cnbp,Cellular nucleic acid-binding protein,CNBP_MOUSE,9,0.093086876,0.093086876,-6.248536035,0.93751464,0.231674
26m / y,B2RXC1,Trappc11,Trafficking protein particle complex subunit 11,TPC11_MOUSE,14,-0.193104222,0.193104222,14.32209204,1.14322092,0.231694688
26m / y,Q3UQA7,Selh,Selenoprotein H,SELH_MOUSE,4,-0.455634594,0.455634594,37.13858998,1.3713859,0.231836248
26m / y,Q9JJI6,Pigo,GPI ethanolamine phosphate transferase 3,PIGO_MOUSE,8,-0.173762113,0.173762113,12.79961259,1.127996126,0.232282374
26m / y,Q8R322,Gle1,Nucleoporin GLE1,GLE1_MOUSE,6,0.366195261,0.366195261,-22.41741569,0.775825843,0.232515584
26m / y,O55023,Impa1,Inositol monophosphatase 1,IMPA1_MOUSE,19,0.089766517,0.089766517,-6.03251881,0.939674812,0.232720821
26m / y,Q3U276,Sdhaf1,"Succinate dehydrogenase assembly factor 1, mitochondrial",SDHF1_MOUSE,1,-0.186021507,0.186021507,13.76221867,1.137622187,0.232912721
26m / y,Q8BYA0,Tbcd,Tubulin-specific chaperone D,TBCD_MOUSE,12,0.177653238,0.177653238,-11.58599852,0.884140015,0.232969435
26m / y,Q9D6X5,Slc52a3,"Solute carrier family 52, riboflavin transporter, member 3",S52A3_MOUSE,1,-1.224756718,1.224756718,133.7160347,2.337160347,0.233222968
26m / y,Q9EQ28,Pold3,DNA polymerase delta subunit 3,DPOD3_MOUSE,8,-0.217463866,0.217463866,16.26878833,1.162687883,0.233222968
26m / y,Q9R1T4,6-Sep,Septin-6,SEPT6_MOUSE,5,-0.084580094,0.084580094,6.037906578,1.060379066,0.233222968
26m / y,Q9JMH6,Txnrd1,"Thioredoxin reductase 1, cytoplasmic",TRXR1_MOUSE,29,0.105783947,0.105783947,-7.070016733,0.929299833,0.233224989
26m / y,Q5PSV9,Mdc1,Mediator of DNA damage checkpoint protein 1,MDC1_MOUSE,14,-0.251873493,0.251873493,19.07524303,1.19075243,0.233270367
26m / y,Q80YD1,Supv3l1,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",SUV3_MOUSE,21,-0.066524439,0.066524439,4.719088041,1.04719088,0.233270367
26m / y,A9JSM3,Tmem238,Transmembrane protein 238,TM238_MOUSE,3,-0.168877393,0.168877393,12.41833813,1.124183381,0.233277777
26m / y,Q6NZE7;Q9DB52,Fam122b;Fam122a,Protein FAM122B;Protein FAM122A,F122B_MOUSE;F122A_MOUSE,1,-0.60627085,0.60627085,52.23191522,1.522319152,0.233277777
26m / y,Q9ET22,Dpp7,Dipeptidyl peptidase 2,DPP2_MOUSE,5,-0.189971134,0.189971134,14.07408913,1.140740891,0.233277777
26m / y,P16460,Ass1,Argininosuccinate synthase,ASSY_MOUSE,8,-0.316219866,0.316219866,24.50639683,1.245063968,0.233282773
26m / y,Q6X893,Slc44a1,Choline transporter-like protein 1,CTL1_MOUSE,9,0.175290167,0.175290167,-11.44106162,0.885589384,0.233370848
26m / y,Q64737,Gart,Trifunctional purine biosynthetic protein adenosine-3,PUR2_MOUSE,50,-0.064088061,0.064088061,4.542391046,1.04542391,0.233537941
26m / y,Q9D7A6,Srp19,Signal recognition particle 19 kDa protein,SRP19_MOUSE,4,-0.269194931,0.269194931,20.51351367,1.205135137,0.233952252
26m / y,Q99MJ6,Pdzd3,Na(+)/H(+) exchange regulatory cofactor NHE-RF4,NHRF4_MOUSE,7,0.24314034,0.24314034,-15.50958086,0.844904191,0.234052172
26m / y,Q8VED8,Mtfr2,Mitochondrial fission regulator 2,MTFR2_MOUSE,1,0.307795644,0.307795644,-19.21247958,0.807875204,0.234164379
26m / y,Q91WA6,Sharpin,Sharpin,SHRPN_MOUSE,2,0.718535244,0.718535244,-39.22858641,0.607714136,0.23420149
26m / y,P52479,Usp10,Ubiquitin carboxyl-terminal hydrolase 10,UBP10_MOUSE,20,0.1215562,0.1215562,-8.080439829,0.919195602,0.234321021
26m / y,Q9CQJ2,Pih1d1,PIH1 domain-containing protein 1,PIHD1_MOUSE,4,-0.285646647,0.285646647,21.8956504,1.218956504,0.234371862
26m / y,Q9Z2D3,Dfna5,Non-syndromic hearing impairment protein 5 homolog,DFNA5_MOUSE,10,0.225607708,0.225607708,-14.47653017,0.855234698,0.234521902
26m / y,P61290,Psme3,Proteasome activator complex subunit 3,PSME3_MOUSE,14,-0.15470387,0.15470387,11.31930992,1.113193099,0.23480726
26m / y,Q99LI7,Cstf3,Cleavage stimulation factor subunit 3,CSTF3_MOUSE,18,-0.094157033,0.094157033,6.744151926,1.067441519,0.234846071
26m / y,Q71KT5,Tm7sf2,Delta(14)-sterol reductase,ERG24_MOUSE,4,-0.984554827,0.984554827,97.87026498,1.97870265,0.234906532
26m / y,Q99KK1,Reep3,Receptor expression-enhancing protein 3,REEP3_MOUSE,4,-0.19548288,0.19548288,14.51073717,1.145107372,0.235020705
26m / y,Q80UY2,Kcmf1,E3 ubiquitin-protein ligase KCMF1,KCMF1_MOUSE,5,-0.334259391,0.334259391,26.07300455,1.260730045,0.235340084
26m / y,Q60598,Cttn,Src substrate cortactin,SRC8_MOUSE,27,-0.072106898,0.072106898,5.125079961,1.0512508,0.235645038
26m / y,Q8R2L5,Mrps18c,"28S ribosomal protein S18c, mitochondrial",RT18C_MOUSE,5,0.236372277,0.236372277,-15.11228285,0.848877171,0.235678473
26m / y,Q8VCF1,Cant1,Soluble calcium-activated nucleotidase 1,CANT1_MOUSE,14,0.075747788,0.075747788,-5.11498213,0.948850179,0.235749596
26m / y,Q61733,Mrps31,"28S ribosomal protein S31, mitochondrial",RT31_MOUSE,21,0.113186195,0.113186195,-7.545605204,0.924543948,0.235917704
26m / y,Q9EP82,Wdr4,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4,WDR4_MOUSE,8,-0.271020532,0.271020532,20.66610921,1.206661092,0.235917704
26m / y,Q33DR3,Pdss2,Decaprenyl-diphosphate synthase subunit 2,DLP1_MOUSE,7,0.13194333,0.13194333,-8.739866469,0.912601335,0.235987599
26m / y,Q7M6Y3,Picalm,Phosphatidylinositol-binding clathrin assembly protein,PICAL_MOUSE,22,-0.086109355,0.086109355,6.1503667,1.061503667,0.235987599
26m / y,Q5U462,Cdcp1,CUB domain-containing protein 1,CDCP1_MOUSE,19,0.10322082,0.10322082,-6.904768362,0.930952316,0.236017919
26m / y,Q8VC19,Alas1,"5-aminolevulinate synthase, nonspecific, mitochondrial",HEM1_MOUSE,10,-0.231924593,0.231924593,17.44005862,1.174400586,0.236663901
26m / y,O55106,Strn,Striatin,STRN_MOUSE,22,-0.061234001,0.061234001,4.33578095,1.04335781,0.236756664
26m / y,Q9R0M8,Slc35a2,UDP-galactose translocator,S35A2_MOUSE,2,-0.250060081,0.250060081,18.92566409,1.189256641,0.236796009
26m / y,Q4U4S6,Xirp2,Xin actin-binding repeat-containing protein 2,XIRP2_MOUSE,3,-0.425316453,0.425316453,34.28670263,1.342867026,0.236831438
26m / y,Q9Z2L6,Minpp1,Multiple inositol polyphosphate phosphatase 1,MINP1_MOUSE,7,0.146781817,0.146781817,-9.67368971,0.903263103,0.236831438
26m / y,Q61510,Trim25,E3 ubiquitin/ISG15 ligase TRIM25,TRI25_MOUSE,19,0.087256007,0.087256007,-5.868858642,0.941311414,0.236848899
26m / y,Q9ES88,Slc13a2,Solute carrier family 13 member 2,S13A2_MOUSE,7,-0.662718236,0.662718236,58.30625237,1.583062524,0.236848899
